DATE,OPEN,CLOSE,HIGH,LOW,LTP,VOLUME,VALUE,NO OF TRADES
2022-12-27,2530.0,2544.7,2548.8,2515.25,2542.7,2659749,6741452650.05,138609
2022-12-26,2514.75,2524.05,2542.0,2492.4,2525.0,2764496,6977059265.3,117927
2022-12-23,2563.3,2502.2,2590.5,2492.25,2508.5,4733657,12023588105.45,231798
2022-12-22,2598.0,2577.8,2604.65,2566.75,2577.0,3438692,8880581065.9,149770
2022-12-21,2621.0,2584.5,2633.0,2576.1,2583.2,3935463,10236889380.75,142775
2022-12-20,2583.9,2621.8,2626.0,2566.0,2619.95,3446291,8942420886.85,165894
2022-12-19,2581.0,2599.3,2604.0,2566.7,2603.0,3567363,9214319519.75,174281
2022-12-16,2571.0,2565.6,2618.8,2558.15,2567.9,7308934,18882367676.1,216883
2022-12-15,2602.5,2578.35,2615.0,2571.0,2580.0,4009765,10388261664.65,175220
2022-12-14,2637.65,2615.5,2638.95,2611.0,2613.5,3354618,8791939261.6,149123
2022-12-13,2613.1,2625.0,2633.0,2606.7,2622.0,3845839,10083940253.45,136575
2022-12-12,2585.5,2613.1,2623.0,2585.0,2617.0,4374946,11406508900.6,151760
2022-12-09,2646.0,2609.1,2660.0,2601.85,2609.5,5840633,15346488528.0,172574
2022-12-08,2660.0,2649.25,2665.0,2640.1,2649.0,3579858,9492988488.55,144130
2022-12-07,2685.0,2650.5,2695.0,2642.15,2647.0,3905263,10408739251.4,158784
2022-12-06,2665.1,2690.2,2697.0,2661.0,2689.45,3966243,10651999752.8,156158
2022-12-05,2712.0,2682.45,2716.75,2678.0,2682.0,6843367,18439668158.05,227194
2022-12-02,2730.0,2722.15,2748.0,2700.6,2727.0,5348595,14575017227.75,204222
2022-12-01,2741.8,2723.3,2755.0,2716.0,2725.25,4377696,11990209635.6,177158
2022-11-30,2712.5,2731.35,2745.45,2698.2,2733.05,12075137,32929988867.0,276976
2022-11-29,2703.95,2712.2,2731.65,2694.0,2708.35,5103687,13847136356.65,217704
2022-11-28,2608.9,2707.55,2721.05,2502.0,2706.0,14549929,39081953191.85,322273
2022-11-25,2589.0,2617.6,2624.9,2582.1,2612.75,3391988,8837331953.3,128621
2022-11-24,2566.0,2579.1,2594.0,2548.2,2588.0,4333225,11110842573.85,154377
2022-11-23,2575.0,2557.05,2577.9,2552.25,2557.5,2959787,7580660698.9,121346
2022-11-22,2545.0,2565.05,2568.5,2536.5,2564.9,3051201,7801736581.0,138342
